Date,Open,High,Low,Close,Adj Close,Volume
2022-02-23,124.69999694824219,124.69999694824219,121.5,121.58999633789062,119.30162048339844,2272500
2022-02-24,119.05999755859375,121.75,118.52999877929688,121.36000061035156,119.07596588134766,2447600
2022-02-25,121.86000061035156,123.72000122070312,121.0199966430664,123.72000122070312,121.39154052734375,1498200
2022-02-28,121.80999755859375,123.33000183105469,121.08000183105469,122.58000183105469,120.27299499511719,2235500
2022-03-01,121.58000183105469,121.83999633789062,119.25,120.0199966430664,117.76118469238281,1835700
2022-03-02,120.54000091552734,122.62999725341797,120.37999725341797,122.0,119.70391082763672,1269200
2022-03-03,122.37000274658203,122.41999816894531,119.1500015258789,119.69999694824219,117.44718933105469,1331500
2022-03-04,118.48999786376953,118.87999725341797,116.33999633789062,118.7300033569336,116.4954605102539,1666700
2022-03-07,118.05000305175781,118.05000305175781,113.2300033569336,113.30000305175781,111.16765594482422,2689000
2022-03-08,113.26000213623047,118.47000122070312,112.51000213623047,115.23999786376953,113.07113647460938,2287200
2022-03-09,118.0,118.7699966430664,115.62999725341797,116.0199966430664,113.83645629882812,1477400
2022-03-10,114.5,115.94000244140625,114.04000091552734,115.81999969482422,113.64022827148438,2448500
2022-03-11,116.75,118.37000274658203,116.16000366210938,116.26000213623047,114.07193756103516,2080500
2022-03-14,115.27999877929688,116.19000244140625,111.62999725341797,113.41999816894531,111.28538513183594,3414100
2022-03-15,114.77999877929688,116.47000122070312,114.23999786376953,114.6500015258789,112.49224853515625,1670300
2022-03-16,116.80000305175781,119.5999984741211,116.5199966430664,119.55000305175781,117.3000259399414,2152800
2022-03-17,118.63999938964844,119.05000305175781,117.93000030517578,119.02999877929688,116.78981018066406,1483500
2022-03-18,119.01000213623047,122.43000030517578,118.27999877929688,121.98999786376953,119.69409942626953,3361800
2022-03-21,121.83999633789062,122.36000061035156,117.80000305175781,118.54000091552734,116.30903625488281,1930700
2022-03-22,118.69000244140625,119.30999755859375,118.12999725341797,118.66999816894531,116.43658447265625,1179300
2022-03-23,117.75,117.98999786376953,115.76000213623047,115.95999908447266,113.777587890625,1798900
2022-03-24,117.22000122070312,120.0,115.91999816894531,119.69999694824219,117.44718933105469,1858300
2022-03-25,120.19000244140625,120.19000244140625,118.7300033569336,119.62000274658203,117.36870574951172,1254700
2022-03-28,119.97000122070312,121.19000244140625,119.0199966430664,121.19000244140625,118.9091567993164,1280800
2022-03-29,122.7699966430664,124.33999633789062,121.75,122.22000122070312,119.9197769165039,1692400
2022-03-30,121.51000213623047,123.05000305175781,120.61000061035156,120.83999633789062,118.56574249267578,2022800
2022-03-31,121.19000244140625,122.30999755859375,118.48999786376953,118.52999877929688,116.2992172241211,3932200
2022-04-01,118.93000030517578,119.51000213623047,117.66999816894531,118.81999969482422,116.5837631225586,2884000
2022-04-04,118.36000061035156,118.4000015258789,115.55000305175781,117.69999694824219,115.4848403930664,1980400
2022-04-05,116.83000183105469,118.87000274658203,116.68000030517578,117.63999938964844,115.42596435546875,2010900
2022-04-06,117.0199966430664,119.37000274658203,116.05000305175781,118.62000274658203,116.38752746582031,1683100
2022-04-07,118.2699966430664,120.83999633789062,117.48999786376953,120.4000015258789,118.13402557373047,2008900
2022-04-08,118.72000122070312,120.6500015258789,118.72000122070312,119.16999816894531,116.92717742919922,1743200
2022-04-11,118.93000030517578,120.4800033569336,117.9800033569336,118.30999755859375,116.08335876464844,2199600
2022-04-12,119.0,120.44999694824219,118.4000015258789,119.88999938964844,117.63362121582031,2396300
2022-04-13,119.95999908447266,122.12999725341797,119.76000213623047,121.87000274658203,119.57635498046875,1710900
2022-04-14,122.12999725341797,123.0999984741211,122.0,122.97000122070312,120.6556625366211,1830700
2022-04-18,122.38999938964844,123.68000030517578,122.22000122070312,123.16999816894531,120.85189819335938,2731500
2022-04-19,123.13999938964844,124.81999969482422,123.13999938964844,124.63999938964844,122.29423522949219,1864300
2022-04-20,125.0,126.4000015258789,125.0,125.69999694824219,123.33427429199219,1773400
2022-04-21,126.5199966430664,127.27999877929688,124.12000274658203,124.44000244140625,122.0979995727539,1781000
2022-04-22,124.08000183105469,124.4000015258789,122.0,122.4000015258789,120.09638977050781,2758300
2022-04-25,121.5,122.29000091552734,119.80999755859375,121.2699966430664,118.9876480102539,2540100
