Date,Open,High,Low,Close,Adj Close,Volume
2022-02-23,145.0,145.5500030517578,138.13999938964844,138.5,135.22396850585938,1386500
2022-02-24,134.82000732421875,137.4600067138672,133.5,137.2100067138672,133.9644775390625,1672000
2022-02-25,138.10000610351562,142.1999969482422,138.05999755859375,141.27999877929688,137.93821716308594,1145600
2022-02-28,138.3699951171875,139.8000030517578,136.58999633789062,139.27999877929688,135.9855194091797,2049600
2022-03-01,139.44000244140625,140.30999755859375,134.38999938964844,135.66000366210938,132.45114135742188,2138500
2022-03-02,136.7100067138672,143.91000366210938,136.4600067138672,143.2899932861328,139.90065002441406,1703000
2022-03-03,144.17999267578125,145.9199981689453,143.2899932861328,144.72999572753906,141.3065948486328,1495100
2022-03-04,141.61000061035156,142.75,138.72000122070312,141.89999389648438,138.54351806640625,1149100
2022-03-07,140.22999572753906,141.10000610351562,133.3800048828125,133.6199951171875,130.45938110351562,1493600
2022-03-08,135.3699951171875,137.74000549316406,132.25999450683594,133.89999389648438,130.7327880859375,1267200
2022-03-09,137.3000030517578,140.25999450683594,136.44000244140625,138.61000061035156,135.33135986328125,1322000
2022-03-10,136.47999572753906,139.08999633789062,136.47999572753906,138.5800018310547,135.30206298828125,1279500
2022-03-11,139.3800048828125,141.38999938964844,137.8800048828125,138.00999450683594,134.74554443359375,1281100
2022-03-14,139.27000427246094,142.75999450683594,137.82000732421875,139.80999755859375,136.50296020507812,1272100
2022-03-15,140.16000366210938,140.94000244140625,135.1999969482422,138.5399932861328,135.26303100585938,1556300
2022-03-16,140.17999267578125,143.0800018310547,139.33999633789062,142.24000549316406,138.87548828125,916900
2022-03-17,140.7100067138672,142.82000732421875,139.7899932861328,142.57000732421875,139.1977081298828,1030100
2022-03-18,144.16000366210938,144.16000366210938,139.67999267578125,142.85000610351562,139.47108459472656,2056000
2022-03-21,143.52999877929688,144.8800048828125,141.72000122070312,142.75,139.37342834472656,776200
2022-03-22,144.08999633789062,144.58999633789062,142.42999267578125,143.67999267578125,140.28143310546875,723600
2022-03-23,143.11000061035156,143.58999633789062,141.47000122070312,141.49000549316406,138.1432342529297,528800
2022-03-24,142.33999633789062,144.0500030517578,141.63999938964844,143.86000061035156,140.45718383789062,539800
2022-03-25,143.25,144.52999877929688,142.7899932861328,144.11000061035156,140.70127868652344,539000
2022-03-28,143.83999633789062,143.86000061035156,141.47000122070312,143.80999755859375,140.40835571289062,593700
2022-03-29,145.49000549316406,147.13999938964844,144.88999938964844,146.3300018310547,142.86875915527344,763200
2022-03-30,146.3300018310547,146.39999389648438,144.07000732421875,144.63999938964844,141.21871948242188,762200
2022-03-31,144.0,145.80999755859375,142.83999633789062,142.8699951171875,139.4906005859375,873200
2022-04-01,145.32000732421875,145.32000732421875,141.2100067138672,143.67999267578125,140.28143310546875,802400
2022-04-04,143.67999267578125,144.4600067138672,142.10000610351562,143.3800048828125,139.98855590820312,732500
2022-04-05,142.9199981689453,143.7899932861328,141.88999938964844,142.52000427246094,139.1488800048828,878800
2022-04-06,141.47000122070312,141.63999938964844,138.77000427246094,140.44000244140625,137.1180877685547,942000
2022-04-07,140.60000610351562,141.88999938964844,138.6300048828125,141.1300048828125,137.79176330566406,701800
2022-04-08,142.9199981689453,146.50999450683594,142.47000122070312,144.47000122070312,141.05276489257812,940300
2022-04-11,143.9199981689453,147.6999969482422,143.41000366210938,144.97999572753906,141.55067443847656,989600
2022-04-12,145.2100067138672,147.64999389648438,143.32000732421875,143.97000122070312,140.56459045410156,760600
2022-04-13,143.4600067138672,147.3300018310547,142.97000122070312,147.1199951171875,143.64007568359375,718300
2022-04-14,147.99000549316406,149.38999938964844,145.1199951171875,145.1699981689453,141.7362060546875,987000
2022-04-18,145.25,146.58999633789062,144.49000549316406,145.32000732421875,141.8826446533203,452000
2022-04-19,145.25,148.0399932861328,144.69000244140625,147.38999938964844,143.9036865234375,792500
2022-04-20,148.30999755859375,150.0,147.92999267578125,148.33999633789062,144.83119201660156,965300
2022-04-21,150.6199951171875,151.9199981689453,147.6300048828125,148.0399932861328,144.53829956054688,547400
2022-04-22,147.0399932861328,147.0399932861328,142.66000366210938,142.7100067138672,139.33438110351562,486400
2022-04-25,141.0500030517578,142.32000732421875,136.88999938964844,141.91000366210938,138.55332946777344,713200
2022-04-26,141.47999572753906,143.6199951171875,139.24000549316406,139.24000549316406,135.9464874267578,498500
2022-04-27,139.8000030517578,142.27999877929688,138.47000122070312,140.07000732421875,137.42799377441406,969900
2022-04-28,140.6199951171875,143.77000427246094,138.67999267578125,142.92999267578125,140.23402404785156,1408900
2022-04-29,149.39999389648438,153.97999572753906,146.30999755859375,146.94000244140625,144.16839599609375,1766900
2022-05-02,147.3300018310547,148.9600067138672,142.75999450683594,145.9499969482422,143.19705200195312,1221500
2022-05-03,146.69000244140625,150.6699981689453,146.0399932861328,150.33999633789062,147.50425720214844,881600
2022-05-04,151.4499969482422,156.47000122070312,150.1199951171875,156.0800018310547,153.13600158691406,930900
2022-05-05,155.10000610351562,155.72000122070312,149.17999267578125,151.5500030517578,148.69143676757812,759500
2022-05-06,151.0800018310547,151.24000549316406,147.0399932861328,148.99000549316406,146.1797332763672,1238700
2022-05-09,146.02999877929688,148.3800048828125,142.7100067138672,142.9199981689453,140.22422790527344,1724500
2022-05-10,144.49000549316406,146.1699981689453,140.1300048828125,140.86000061035156,138.2030792236328,1692900
2022-05-11,141.72000122070312,145.30999755859375,141.0399932861328,141.52999877929688,138.8604278564453,991800
2022-05-12,140.55999755859375,140.55999755859375,135.64999389648438,139.02000427246094,136.39779663085938,942100
2022-05-13,140.1300048828125,143.58999633789062,140.1199951171875,142.52000427246094,139.83175659179688,1027800
2022-05-16,141.83999633789062,146.5,138.82000732421875,144.67999267578125,141.95101928710938,1322300
2022-05-17,152.64999389648438,156.8300018310547,151.24000549316406,155.50999450683594,152.57675170898438,1765800
2022-05-18,153.3300018310547,156.5399932861328,150.75,151.30999755859375,148.45596313476562,1042000
2022-05-19,149.82000732421875,152.52000427246094,148.52999877929688,150.02000427246094,147.1903076171875,934600
2022-05-20,152.0,153.8699951171875,148.0800018310547,150.72999572753906,147.88690185546875,1002300
2022-05-23,152.75999450683594,154.0399932861328,150.47999572753906,151.7899932861328,148.9269256591797,662400
2022-05-24,151.0,151.02999877929688,146.4199981689453,149.47000122070312,146.65066528320312,628800
2022-05-25,149.1199951171875,151.9600067138672,149.10000610351562,151.47000122070312,148.6129608154297,586000
2022-05-26,152.60000610351562,156.66000366210938,152.60000610351562,155.75,152.81222534179688,559800
2022-05-27,157.36000061035156,159.22000122070312,156.9600067138672,159.2100067138672,156.20697021484375,608300
2022-05-31,157.69000244140625,159.00999450683594,156.32000732421875,156.52000427246094,153.5677032470703,1803100
2022-06-01,156.8800048828125,158.19000244140625,152.75,155.22000122070312,152.29222106933594,664600
2022-06-02,156.35000610351562,158.5399932861328,155.50999450683594,158.41000366210938,155.4220428466797,400900
2022-06-03,157.16000366210938,158.3699951171875,156.25,156.8300018310547,153.87184143066406,348400
2022-06-06,157.58999633789062,160.9199981689453,157.33999633789062,159.27000427246094,156.26583862304688,532800
2022-06-07,157.24000549316406,161.3699951171875,156.52999877929688,161.3000030517578,158.25753784179688,595700
