Date,Open,High,Low,Close,Adj Close,Volume
2022-02-23,209.47999572753906,210.13999938964844,203.05999755859375,203.49000549316406,198.21249389648438,445600
2022-02-24,199.5,205.3699951171875,197.75,204.9499969482422,199.63461303710938,350000
2022-02-25,205.3000030517578,212.3699951171875,205.02999877929688,212.10000610351562,206.5991973876953,361600
2022-02-28,209.35000610351562,212.3800048828125,208.05999755859375,210.17999267578125,204.7289581298828,499300
2022-03-01,209.1300048828125,210.33999633789062,200.19000244140625,202.0,196.76112365722656,379300
2022-03-02,204.5800018310547,211.07000732421875,203.92999267578125,209.25,203.82310485839844,331000
2022-03-03,210.75999450683594,212.33999633789062,208.5,210.64999389648438,205.18678283691406,309400
2022-03-04,207.0500030517578,207.7100067138672,204.0399932861328,207.5,202.11846923828125,319100
2022-03-07,207.5,207.5,201.35000610351562,204.14999389648438,198.85537719726562,478300
2022-03-08,206.58999633789062,214.0800018310547,205.3699951171875,206.35000610351562,200.99830627441406,503900
2022-03-09,210.72999572753906,212.27000427246094,207.38999938964844,207.69000244140625,202.3035430908203,297800
2022-03-10,204.3800048828125,207.33999633789062,204.3800048828125,207.02000427246094,201.6509246826172,213300
2022-03-11,207.9499969482422,209.42999267578125,205.52999877929688,205.6999969482422,200.3651580810547,223000
2022-03-14,205.0,206.52000427246094,202.17999267578125,204.72000122070312,199.41058349609375,724400
2022-03-15,206.60000610351562,206.60000610351562,200.4499969482422,202.58999633789062,197.33583068847656,576900
2022-03-16,203.6699981689453,206.77000427246094,202.24000549316406,206.22000122070312,200.8716583251953,468000
2022-03-17,205.0,210.36000061035156,204.50999450683594,210.35000610351562,204.89456176757812,408900
2022-03-18,210.27999877929688,214.80999755859375,207.91000366210938,213.99000549316406,208.44015502929688,1199600
2022-03-21,214.1699981689453,216.35000610351562,211.99000549316406,212.7899932861328,207.2712860107422,424200
2022-03-22,214.69000244140625,214.69000244140625,211.08999633789062,212.57000732421875,207.05699157714844,224300
2022-03-23,212.07000732421875,212.08999633789062,205.63999938964844,207.16000366210938,201.78729248046875,313100
2022-03-24,208.0500030517578,208.66000366210938,205.13999938964844,206.91000366210938,201.54380798339844,290000
2022-03-25,207.58999633789062,209.55999755859375,206.05999755859375,208.82000732421875,203.40423583984375,270700
2022-03-28,208.52000427246094,208.52000427246094,203.1199951171875,205.86000061035156,200.52101135253906,488300
2022-03-29,207.1300048828125,211.3800048828125,206.66000366210938,210.72999572753906,205.2646942138672,555300
2022-03-30,209.75999450683594,212.5399932861328,208.5399932861328,209.0,203.57957458496094,234500
2022-03-31,208.10000610351562,211.19000244140625,205.41000366210938,205.47999572753906,200.15084838867188,346500
2022-04-01,206.77999877929688,207.5,201.75999450683594,203.6999969482422,198.4170379638672,335300
2022-04-04,203.0399932861328,208.61000061035156,201.0,208.60000610351562,203.18995666503906,347400
2022-04-05,208.16000366210938,209.82000732421875,205.8000030517578,206.25999450683594,200.91064453125,275500
2022-04-06,204.8699951171875,208.5,203.50999450683594,207.3699951171875,201.99183654785156,317600
2022-04-07,207.1999969482422,207.8699951171875,203.49000549316406,205.2899932861328,199.96578979492188,347900
2022-04-08,206.44000244140625,211.49000549316406,205.22999572753906,208.39999389648438,202.99514770507812,465200
2022-04-11,208.9499969482422,212.8300018310547,208.9499969482422,210.77999877929688,205.3134002685547,330400
2022-04-12,211.22000122070312,214.63999938964844,210.47999572753906,210.55999755859375,205.09910583496094,344500
2022-04-13,209.0399932861328,211.89999389648438,208.7899932861328,210.63999938964844,205.1770477294922,314900
2022-04-14,211.52000427246094,212.25,209.58999633789062,211.16000366210938,205.68356323242188,256000
2022-04-18,209.97999572753906,217.38999938964844,209.97999572753906,216.3000030517578,210.69024658203125,537400
2022-04-19,217.64999389648438,227.47000122070312,217.42999267578125,226.8699951171875,220.98611450195312,911300
2022-04-20,228.4499969482422,231.13999938964844,225.82000732421875,226.32000732421875,220.4503936767578,702900
2022-04-21,232.99000549316406,235.36000061035156,225.5,226.19000244140625,220.32376098632812,1076400
2022-04-22,226.83999633789062,226.83999633789062,221.74000549316406,222.3800048828125,216.61256408691406,576700
